CensusTract,SchoolYear,GradeLevel,Count,LongTract,Zip,NextYearCount,TotalCount,TotalCountByGrade,TotalCountByTract,TotalCountByZip,TotalCountByZipGrade,TotalCountByTractGrade,PrevGradeCount,PrevGradeCountmavg3,PrevGradeCountmavg5,OneYearGrowth,ThreeYearGrowth,OneYearGrowthmavg3,ThreeYearGrowthmavg3,Target,Y,Y2,neighborCount,neighborThreeYearGrowthmavg3,neighborThreeYearGrowth
114,2005,0,12,36047011400,11219,11,15892,2615,90,2100,346,12,0,0,0,0.09091,1,0.56734,0.2037,-1,0,-1,42,-0.43332,-1.8
114,2006,0,11,36047011400,11219,11,15737,2616,70,2134,367,11,0,0,0,-0.08333,-0.38889,-0.1271,0.07407,0,0,0,72,1.56666,6
114,2007,0,11,36047011400,11219,16,15258,2454,62,2052,298,11,0,0,0,0,0,0.00253,0.2037,5,1,1,42,0.47694,-2.76924
114,2008,0,16,36047011400,11219,16,15731,2796,65,2214,399,16,0,0,0,0.45455,0.33333,0.12374,-0.01852,0,0,0,36,0.79122,-0.85716
114,2009,0,16,36047011400,11219,15,17855,3070,87,2730,502,16,0,0,0,0,0.45455,0.15152,0.26263,-1,0,-1,66,-1.37544,-0.49998
114,2010,0,15,36047011400,11219,0,19221,3560,105,2922,484,15,0,0,0,-0.0625,0.36364,0.13068,0.38384,-15,0,-1,78,1.26192,5.14284
114,2001,1,26,36047011400,11219,18,16345,2934,101,2046,348,26,18,18,18,0,0,0,0,-8,0,-1,84,0,0
114,2002,1,18,36047011400,11219,7,16334,2841,82,2047,348,18,6,12,12,-0.30769,0,-0.15385,0,-11,0,-1,60,0,0
114,2003,1,7,36047011400,11219,23,16266,2716,72,2047,335,7,18,14,14,-0.61111,0,-0.30627,0,16,1,1,60,0,0
114,2004,1,23,36047011400,11219,10,16081,2667,84,2087,352,23,11,11,13,2.28571,-0.11538,0.45564,-0.03846,-13,0,-1,42,-1.00002,-3
114,2005,1,10,36047011400,11219,9,15892,2676,90,2100,353,10,12,13,13,-0.56522,-0.44444,0.3698,-0.18661,-1,0,-1,90,0,3
114,2006,1,9,36047011400,11219,11,15737,2707,70,2134,351,9,11,11,11,-0.1,0.28571,0.54017,-0.09137,2,1,1,36,-0.79998,-2.4
114,2007,1,11,36047011400,11219,11,15258,2639,62,2052,384,11,11,11,12,0.22222,-0.52174,-0.14767,-0.22682,0,0,0,48,0.4857,0.85716
114,2008,1,11,36047011400,11219,18,15731,2630,65,2214,318,11,16,12,12,0,0.1,0.04074,-0.04534,7,1,1,48,-1.44762,-2.80002
114,2009,1,18,36047011400,11219,20,17855,3389,87,2730,499,18,16,14,13,0.63636,1,0.2862,0.19275,2,1,1,72,1.3524,6
114,2010,1,20,36047011400,11219,0,19221,3318,105,2922,569,20,15,15,13,0.11111,0.81818,0.24916,0.63939,-20,0,-1,60,1.56666,1.5
114,2001,2,12,36047011400,11219,21,16345,2877,101,2046,380,12,26,26,26,0,0,0,0,9,1,1,18,0,0
114,2002,2,21,36047011400,11219,12,16334,2880,82,2047,353,21,18,22,22,0.75,0,0.375,0,-9,0,-1,54,0,0
114,2003,2,12,36047011400,11219,9,16266,2821,72,2047,336,12,7,17,17,-0.42857,0,0.10714,0,-3,0,-1,60,0,0
114,2004,2,9,36047011400,11219,24,16081,2640,84,2087,332,9,23,16,18,-0.25,-0.25,0.02381,-0.08333,15,1,1,60,4.66668,13.99998
114,2005,2,24,36047011400,11219,9,15892,2651,90,2100,349,24,10,13,16,1.66667,0.14286,0.32937,-0.03571,-15,0,-1,60,4.88886,0.66666
114,2006,2,9,36047011400,11219,9,15737,2635,70,2134,362,9,9,14,13,-0.625,-0.25,0.26389,-0.11905,0,0,0,84,5.6889,2.4
114,2007,2,9,36047011400,11219,9,15258,2650,62,2052,351,9,11,10,12,0,0,0.34722,-0.03571,0,0,0,30,0.0222,-3
114,2008,2,9,36047011400,11219,13,15731,2627,65,2214,397,9,11,10,12,0,-0.625,-0.20833,-0.29167,4,1,1,42,-0.79998,-1.8
114,2009,2,13,36047011400,11219,25,17855,2998,87,2730,426,13,18,13,11,0.44444,0.44444,0.14815,-0.06019,12,1,1,54,-2.31426,-2.14284
114,2010,2,25,36047011400,11219,0,19221,3501,105,2922,519,25,20,16,13,0.92308,1.77778,0.45584,0.53241,-25,0,-1,96,3.08574,13.2
114,2001,3,18,36047011400,11219,9,16345,2697,101,2046,328,18,12,12,12,0,0,0,0,-9,0,-1,60,0,0
114,2002,3,9,36047011400,11219,17,16334,2857,82,2047,382,9,21,16,16,-0.5,0,-0.25,0,8,1,1,12,0,0
114,2003,3,17,36047011400,11219,14,16266,2826,72,2047,354,17,12,15,15,0.88889,0,0.12963,0,-3,0,-1,54,0,0
114,2004,3,14,36047011400,11219,10,16081,2715,84,2087,325,14,9,14,13,-0.17647,-0.22222,0.07081,-0.07407,-4,0,-1,48,-0.40002,-1.2
114,2005,3,10,36047011400,11219,18,15892,2598,90,2100,333,10,24,15,15,-0.28571,0.11111,0.14223,-0.03704,8,1,1,66,8.59998,27
114,2006,3,18,36047011400,11219,6,15737,2620,70,2134,365,18,9,14,15,0.8,0.05882,0.11261,-0.01743,-12,0,-1,60,8.82222,0.66666
114,2007,3,6,36047011400,11219,8,15258,2523,62,2052,345,6,9,14,12,-0.66667,-0.57143,-0.05079,-0.13383,2,1,1,84,10.72224,4.5
114,2008,3,8,36047011400,11219,12,15731,2639,65,2214,372,8,9,9,12,0.33333,-0.2,0.15556,-0.23754,4,1,1,42,0.99492,-2.18184
114,2009,3,12,36047011400,11219,12,17855,2812,87,2730,447,12,13,10,12,0.5,-0.33333,0.05556,-0.36825,0,0,0,72,1.1727,1.2
114,2010,3,12,36047011400,11219,0,19221,3047,105,2922,427,12,25,15,13,0,1,0.27778,0.15556,-12,0,-1,60,-0.89868,-1.71426
114,2001,4,12,36047011400,11219,18,16345,2524,101,2046,325,12,18,18,18,0,0,0,0,6,1,1,48,0,0
114,2002,4,18,36047011400,11219,8,16334,2631,82,2047,323,18,9,13,13,0.5,0,0.25,0,-10,0,-1,66,0,0
114,2003,4,8,36047011400,11219,20,16266,2771,72,2047,389,8,17,14,14,-0.55556,0,-0.01852,0,12,1,1,24,0,0
114,2004,4,20,36047011400,11219,12,16081,2740,84,2087,357,20,14,13,14,1.5,0.66667,0.48148,0.22222,-8,0,-1,48,0,0
114,2005,4,12,36047011400,11219,10,15892,2638,90,2100,326,12,10,13,13,-0.4,-0.33333,0.18148,0.11111,-2,0,-1,66,0,0
114,2006,4,10,36047011400,11219,15,15737,2542,70,2134,335,10,18,14,13,-0.16667,0.25,0.31111,0.19444,5,1,1,48,1.99998,6
114,2007,4,15,36047011400,11219,7,15258,2501,62,2052,358,15,6,11,13,0.5,-0.25,-0.02222,-0.11111,-8,0,-1,54,2.25,0.75
114,2008,4,7,36047011400,11219,15,15731,2528,65,2214,363,7,8,10,11,-0.53333,-0.41667,-0.06667,-0.13889,8,1,1,78,2.61366,1.09092
114,2009,4,15,36047011400,11219,18,17855,2848,87,2730,432,15,12,8,10,1.14286,0.5,0.36984,-0.05556,3,1,1,42,0.36366,-0.75
114,2010,4,18,36047011400,11219,0,19221,2880,105,2922,466,18,12,10,11,0.2,0.2,0.26984,0.09444,-18,0,-1,66,0.55806,1.33332
114,2001,5,15,36047011400,11219,10,16345,2611,101,2046,342,15,12,12,12,0,0,0,0,-5,0,-1,48,0,0
114,2002,5,10,36047011400,11219,10,16334,2512,82,2047,332,10,18,15,15,-0.33333,0,-0.16667,0,0,0,0,36,0,0
114,2003,5,10,36047011400,11219,7,16266,2586,72,2047,318,10,8,12,12,0,0,-0.11111,0,-3,0,-1,72,0,0
114,2004,5,7,36047011400,11219,22,16081,2713,84,2087,384,7,20,15,14,-0.3,-0.53333,-0.21111,-0.17778,15,1,1,24,-1.00002,-3
114,2005,5,22,36047011400,11219,13,15892,2714,90,2100,393,22,12,13,14,2.14286,1.2,0.61429,0.22222,-9,0,-1,54,0,3
114,2006,5,13,36047011400,11219,10,15737,2617,70,2134,354,13,10,14,13,-0.40909,0.3,0.47792,0.32222,-3,0,-1,72,0,0
114,2007,5,10,36047011400,11219,14,15258,2491,62,2052,316,10,15,12,13,-0.23077,0.42857,0.501,0.64286,4,1,1,36,1.99998,3
114,2008,5,14,36047011400,11219,13,15731,2511,65,2214,365,14,7,10,12,0.4,-0.36364,-0.07995,0.12165,-1,0,-1,60,1.2222,0.66666
114,2009,5,13,36047011400,11219,15,17855,2738,87,2730,424,13,15,12,11,-0.07143,0,0.0326,0.02165,2,1,1,54,0.72222,-1.5
114,2010,5,15,36047011400,11219,0,19221,2915,105,2922,457,15,18,13,13,0.15385,0.5,0.16081,0.04545,-15,0,-1,36,-0.2778,0
100,2001,0,28,36047010000,11220,33,16345,2702,161,3382,562,28,0,0,0,0,0,0,0,5,1,1,0,0,0
100,2002,0,33,36047010000,11220,21,16334,2613,168,3329,525,33,0,0,0,0.17857,0,0.08929,0,-12,0,-1,0,0,0
100,2003,0,21,36047010000,11220,21,16266,2546,164,3277,519,21,0,0,0,-0.36364,0,-0.06169,0,0,0,0,0,0,0
100,2004,0,21,36047010000,11220,26,16081,2606,140,3191,535,21,0,0,0,0,-0.25,-0.06169,-0.08333,5,1,1,0,0,0
100,2005,0,26,36047010000,11220,24,15892,2615,133,3148,537,26,0,0,0,0.2381,-0.21212,-0.04185,-0.15404,-2,0,-1,0,0,0
100,2006,0,24,36047010000,11220,9,15737,2616,131,3167,529,24,0,0,0,-0.07692,0.14286,0.05372,-0.10642,-15,0,-1,0,0,0
100,2007,0,9,36047010000,11220,27,15258,2454,113,3034,446,9,0,0,0,-0.625,-0.57143,-0.15461,-0.21356,18,1,1,0,0,0
100,2008,0,27,36047010000,11220,32,15731,2796,121,3083,498,27,0,0,0,2,0.03846,0.43269,-0.13004,5,1,1,0,0,0
100,2009,0,32,36047010000,11220,34,17855,3070,161,3581,616,32,0,0,0,0.18519,0.33333,0.52006,-0.06654,2,1,1,0,0,0
100,2010,0,34,36047010000,11220,0,19221,3560,195,3927,721,34,0,0,0,0.0625,2.77778,0.74923,1.04986,-34,0,-1,0,0,0
100,2001,1,31,36047010000,11220,29,16345,2934,161,3382,624,31,28,28,28,0,0,0,0,-2,0,-1,0,0,0
100,2002,1,29,36047010000,11220,32,16334,2841,168,3329,587,29,33,30,30,-0.06452,0,-0.03226,0,3,1,1,0,0,0
100,2003,1,32,36047010000,11220,24,16266,2716,164,3277,552,32,21,27,27,0.10345,0,0.01298,0,-8,0,-1,0,0,0
100,2004,1,24,36047010000,11220,22,16081,2667,140,3191,537,24,21,25,25,-0.25,-0.22581,-0.07036,-0.07527,-2,0,-1,0,0,0
100,2005,1,22,36047010000,11220,27,15892,2676,133,3148,556,22,26,22,25,-0.08333,-0.24138,-0.07663,-0.15573,5,1,1,0,0,0
100,2006,1,27,36047010000,11220,23,15737,2707,131,3167,571,27,24,23,25,0.22727,-0.15625,-0.03535,-0.20781,-4,0,-1,0,0,0
100,2007,1,23,36047010000,11220,17,15258,2639,113,3034,523,23,9,19,20,-0.14815,-0.04167,-0.0014,-0.14643,-6,0,-1,0,0,0
100,2008,1,17,36047010000,11220,35,15731,2630,121,3083,517,17,27,20,21,-0.26087,-0.22727,-0.06058,-0.14173,18,1,1,0,0,0
100,2009,1,35,36047010000,11220,36,17855,3389,161,3581,669,35,32,22,23,1.05882,0.2963,0.2166,0.00912,1,1,1,0,0,0
100,2010,1,36,36047010000,11220,0,19221,3318,195,3927,676,36,34,31,25,0.02857,0.56522,0.27551,0.21141,-36,0,-1,0,0,0
100,2001,2,27,36047010000,11220,34,16345,2877,161,3382,602,27,31,31,31,0,0,0,0,7,1,1,0,0,0
100,2002,2,34,36047010000,11220,37,16334,2880,168,3329,599,34,29,30,30,0.25926,0,0.12963,0,3,1,1,0,0,0
100,2003,2,37,36047010000,11220,29,16266,2821,164,3277,588,37,32,30,30,0.08824,0,0.11583,0,-8,0,-1,0,0,0
100,2004,2,29,36047010000,11220,24,16081,2640,140,3191,539,29,24,28,29,-0.21622,0.07407,0.04376,0.02469,-5,0,-1,0,0,0
100,2005,2,24,36047010000,11220,17,15892,2651,133,3148,539,24,22,26,27,-0.17241,-0.29412,-0.10013,-0.07335,-7,0,-1,0,0,0
100,2006,2,17,36047010000,11220,25,15737,2635,131,3167,546,17,27,24,26,-0.29167,-0.54054,-0.22677,-0.25353,8,1,1,0,0,0
100,2007,2,25,36047010000,11220,22,15258,2650,113,3034,557,25,23,24,25,0.47059,-0.13793,0.00217,-0.3242,-3,0,-1,0,0,0
100,2008,2,22,36047010000,11220,21,15731,2627,121,3083,520,22,17,22,22,-0.12,-0.08333,0.01964,-0.25394,-1,0,-1,0,0,0
100,2009,2,21,36047010000,11220,38,17855,2998,161,3581,623,21,35,25,24,-0.04545,0.23529,0.10171,0.00468,17,1,1,0,0,0
100,2010,2,38,36047010000,11220,0,19221,3501,195,3927,711,38,36,29,27,0.80952,0.52,0.21469,0.22399,-38,0,-1,0,0,0
100,2001,3,24,36047010000,11220,23,16345,2697,161,3382,556,24,27,27,27,0,0,0,0,-1,0,-1,0,0,0
100,2002,3,23,36047010000,11220,26,16334,2857,168,3329,592,23,34,30,30,-0.04167,0,-0.02083,0,3,1,1,0,0,0
100,2003,3,26,36047010000,11220,25,16266,2826,164,3277,553,26,37,32,32,0.13043,0,0.02959,0,-1,0,-1,0,0,0
100,2004,3,25,36047010000,11220,23,16081,2715,140,3191,544,25,29,33,31,-0.03846,0.04167,0.01677,0.01389,-2,0,-1,0,0,0
100,2005,3,23,36047010000,11220,24,15892,2598,133,3148,519,23,24,30,30,-0.08,0,0.00399,0.01389,1,1,1,0,0,0
100,2006,3,24,36047010000,11220,17,15737,2620,131,3167,529,24,17,23,28,0.04348,-0.07692,-0.02499,-0.01175,-7,0,-1,0,0,0
100,2007,3,17,36047010000,11220,24,15258,2523,113,3034,527,17,25,22,26,-0.29167,-0.32,-0.1094,-0.13231,7,1,1,0,0,0
100,2008,3,24,36047010000,11220,27,15731,2639,121,3083,530,24,22,21,23,0.41176,0.04348,0.05453,-0.11781,3,1,1,0,0,0
100,2009,3,27,36047010000,11220,27,17855,2812,161,3581,565,27,21,22,21,0.125,0.125,0.0817,-0.05051,0,0,0,0,0,0
100,2010,3,27,36047010000,11220,0,19221,3047,195,3927,671,27,38,27,24,0,0.58824,0.17892,0.25224,-27,0,-1,0,0,0
100,2001,4,28,36047010000,11220,25,16345,2524,161,3382,519,28,24,24,24,0,0,0,0,-3,0,-1,0,0,0
100,2002,4,25,36047010000,11220,22,16334,2631,168,3329,538,25,23,23,23,-0.10714,0,-0.05357,0,-3,0,-1,0,0,0
100,2003,4,22,36047010000,11220,24,16266,2771,164,3277,556,22,26,24,24,-0.12,0,-0.07571,0,2,1,1,0,0,0
100,2004,4,24,36047010000,11220,18,16081,2740,140,3191,515,24,25,24,24,0.09091,-0.14286,-0.04541,-0.04762,-6,0,-1,0,0,0
100,2005,4,18,36047010000,11220,24,15892,2638,133,3148,501,18,23,24,24,-0.25,-0.28,-0.09303,-0.14095,6,1,1,0,0,0
100,2006,4,24,36047010000,11220,16,15737,2542,131,3167,497,24,24,24,24,0.33333,0.09091,0.05808,-0.11065,-8,0,-1,0,0,0
100,2007,4,16,36047010000,11220,16,15258,2501,113,3034,490,16,17,21,23,-0.33333,-0.33333,-0.08333,-0.17414,0,0,0,0,0,0
100,2008,4,16,36047010000,11220,25,15731,2528,121,3083,540,16,24,21,22,0,-0.11111,0,-0.11785,9,1,1,0,0,0
100,2009,4,25,36047010000,11220,24,17855,2848,161,3581,560,25,27,22,23,0.5625,0.04167,0.07639,-0.13426,-1,0,-1,0,0,0
100,2010,4,24,36047010000,11220,0,19221,2880,195,3927,571,24,27,26,23,-0.04,0.5,0.17417,0.14352,-24,0,-1,0,0,0
100,2001,5,23,36047010000,11220,24,16345,2611,161,3382,519,23,28,28,28,0,0,0,0,1,1,1,0,0,0
100,2002,5,24,36047010000,11220,26,16334,2512,168,3329,488,24,25,26,26,0.04348,0,0.02174,0,2,1,1,0,0,0
100,2003,5,26,36047010000,11220,17,16266,2586,164,3277,509,26,22,25,25,0.08333,0,0.04227,0,-9,0,-1,0,0,0
100,2004,5,17,36047010000,11220,20,16081,2713,140,3191,521,17,24,23,24,-0.34615,-0.26087,-0.07311,-0.08696,3,1,1,0,0,0
100,2005,5,20,36047010000,11220,15,15892,2714,133,3148,496,20,18,21,23,0.17647,-0.16667,-0.02878,-0.14251,-5,0,-1,0,0,0
100,2006,5,15,36047010000,11220,23,15737,2617,131,3167,495,15,24,22,22,-0.25,-0.42308,-0.13989,-0.28354,8,1,1,0,0,0
100,2007,5,23,36047010000,11220,15,15258,2491,113,3034,491,23,16,19,20,0.53333,0.35294,0.15327,-0.07893,-8,0,-1,0,0,0
100,2008,5,15,36047010000,11220,21,15731,2511,121,3083,478,15,16,18,19,-0.34783,-0.25,-0.0215,-0.10671,6,1,1,0,0,0
100,2009,5,21,36047010000,11220,36,17855,2738,161,3581,548,21,25,19,19,0.4,0.4,0.19517,0.16765,15,1,1,0,0,0
100,2010,5,36,36047010000,11220,0,19221,2915,195,3927,577,36,24,21,21,0.71429,0.56522,0.25549,0.23841,-36,0,-1,0,0,0
102,2001,0,37,36047010200,11220,34,16345,2702,305,3382,562,37,0,0,0,0,0,0,0,-3,0,-1,168,0,0
102,2002,0,34,36047010200,11220,56,16334,2613,283,3329,525,34,0,0,0,-0.08108,0,-0.04054,0,22,1,1,198,0,0
102,2003,0,56,36047010200,11220,54,16266,2546,311,3277,519,56,0,0,0,0.64706,0,0.18866,0,-2,0,-1,126,0,0
102,2004,0,54,36047010200,11220,53,16081,2606,299,3191,535,54,0,0,0,-0.03571,0.45946,0.17675,0.15315,-1,0,-1,126,-0.49998,-1.5
102,2005,0,53,36047010200,11220,46,15892,2615,286,3148,537,53,0,0,0,-0.01852,0.55882,0.19761,0.33943,-7,0,-1,156,-0.92424,-1.27272
102,2006,0,46,36047010200,11220,41,15737,2616,289,3167,529,46,0,0,0,-0.13208,-0.17857,-0.0621,0.2799,-5,0,-1,144,-0.63852,0.85716
102,2007,0,41,36047010200,11220,44,15258,2454,278,3034,446,41,0,0,0,-0.1087,-0.24074,-0.08643,0.0465,3,1,1,54,-1.28136,-3.42858
102,2008,0,44,36047010200,11220,78,15731,2796,305,3083,498,44,0,0,0,0.07317,-0.16981,-0.05587,-0.19637,34,1,1,162,-0.78024,0.23076
102,2009,0,78,36047010200,11220,95,17855,3070,394,3581,616,78,0,0,0,0.77273,0.69565,0.24573,0.09503,17,1,1,192,-0.39924,1.99998
102,2010,0,95,36047010200,11220,0,19221,3560,454,3927,721,95,0,0,0,0.21795,1.31707,0.35462,0.6143,-95,0,-1,204,6.29916,16.66668
102,2001,1,53,36047010200,11220,47,16345,2934,305,3382,624,53,37,37,37,0,0,0,0,-6,0,-1,186,0,0
102,2002,1,47,36047010200,11220,39,16334,2841,283,3329,587,47,34,35,35,-0.11321,0,-0.0566,0,-8,0,-1,174,0,0
102,2003,1,39,36047010200,11220,60,16266,2716,311,3277,552,39,56,42,42,-0.17021,0,-0.09447,0,21,1,1,192,0,0
102,2004,1,60,36047010200,11220,49,16081,2667,299,3191,537,60,54,48,45,0.53846,0.13208,0.08501,0.04403,-11,0,-1,144,-0.45162,-1.35486
102,2005,1,49,36047010200,11220,61,15892,2676,286,3148,556,49,53,54,46,-0.18333,0.04255,0.06164,0.05821,12,1,1,132,-0.93438,-1.44828
102,2006,1,61,36047010200,11220,46,15737,2707,289,3167,571,61,46,51,48,0.2449,0.5641,0.20001,0.24624,-15,0,-1,162,-1.24686,-0.9375
102,2007,1,46,36047010200,11220,50,15258,2639,278,3034,523,46,41,46,50,-0.2459,-0.23333,-0.06145,0.12444,4,1,1,138,-0.87858,-0.25002
102,2008,1,50,36047010200,11220,66,15731,2630,305,3083,517,50,44,43,47,0.08696,0.02041,0.02865,0.11706,16,1,1,102,-0.85038,-1.36362
102,2009,1,66,36047010200,11220,83,17855,3389,394,3581,669,66,78,54,52,0.32,0.08197,0.05368,-0.04365,17,1,1,210,0.05472,1.7778
102,2010,1,83,36047010200,11220,0,19221,3318,454,3927,676,83,95,72,60,0.25758,0.80435,0.22151,0.30224,-83,0,-1,216,1.26846,3.39132
102,2001,2,60,36047010200,11220,45,16345,2877,305,3382,602,60,53,53,53,0,0,0,0,-15,0,-1,162,0,0
102,2002,2,45,36047010200,11220,51,16334,2880,283,3329,599,45,47,50,50,-0.25,0,-0.125,0,6,1,1,204,0,0
102,2003,2,51,36047010200,11220,38,16266,2821,311,3277,588,51,39,46,46,0.13333,0,-0.03889,0,-13,0,-1,222,0,0
102,2004,2,38,36047010200,11220,57,16081,2640,299,3191,539,38,60,48,49,-0.2549,-0.36667,-0.12386,-0.12222,19,1,1,174,0.14814,0.44442
102,2005,2,57,36047010200,11220,51,15892,2651,286,3148,539,57,49,49,49,0.5,0.26667,0.12614,-0.03333,-6,0,-1,144,-0.4401,-1.76472
102,2006,2,51,36047010200,11220,56,15737,2635,289,3167,546,51,61,56,51,-0.10526,0,0.04661,-0.03333,5,1,1,102,-1.52118,-3.24324
102,2007,2,56,36047010200,11220,47,15258,2650,278,3034,557,56,46,52,51,0.09804,0.47368,0.16426,0.24678,-9,0,-1,150,-1.9452,-0.82758
102,2008,2,47,36047010200,11220,61,15731,2627,305,3083,520,47,50,52,53,-0.16071,-0.17544,-0.05598,0.09942,14,1,1,132,-1.52364,-0.49998
102,2009,2,61,36047010200,11220,78,17855,2998,394,3581,623,61,66,54,54,0.29787,0.19608,0.0784,0.16477,17,1,1,126,0.02808,1.41174
102,2010,2,78,36047010200,11220,0,19221,3501,454,3927,711,78,83,66,61,0.27869,0.39286,0.13862,0.13783,-78,0,-1,228,1.34394,3.12
102,2001,3,60,36047010200,11220,59,16345,2697,305,3382,556,60,60,60,60,0,0,0,0,-1,0,-1,144,0,0
102,2002,3,59,36047010200,11220,39,16334,2857,283,3329,592,59,45,52,52,-0.01667,0,-0.00833,0,-20,0,-1,138,0,0
102,2003,3,39,36047010200,11220,42,16266,2826,311,3277,553,39,51,52,52,-0.33898,0,-0.11855,0,3,1,1,156,0,0
102,2004,3,42,36047010200,11220,47,16081,2715,299,3191,544,42,38,44,48,0.07692,-0.3,-0.09291,-0.1,5,1,1,150,0.08334,0.25002
102,2005,3,47,36047010200,11220,59,15892,2598,286,3148,519,47,57,48,50,0.11905,-0.20339,-0.04767,-0.1678,12,1,1,138,0.08334,0
102,2006,3,59,36047010200,11220,53,15737,2620,289,3167,529,59,51,48,48,0.25532,0.51282,0.15043,0.00314,-6,0,-1,144,-0.0705,-0.46152
102,2007,3,53,36047010200,11220,52,15258,2523,278,3034,527,53,56,54,50,-0.10169,0.2619,0.09089,0.19045,-1,0,-1,102,-0.79386,-1.92
102,2008,3,52,36047010200,11220,67,15731,2639,305,3083,530,52,47,51,49,-0.01887,0.10638,0.04492,0.2937,15,1,1,144,-0.70686,0.26088
102,2009,3,67,36047010200,11220,64,17855,2812,394,3581,565,67,61,54,54,0.28846,0.13559,0.05597,0.16796,-3,0,-1,162,-0.30306,0.75
102,2010,3,64,36047010200,11220,0,19221,3047,454,3927,671,64,78,62,58,-0.04478,0.20755,0.07494,0.14984,-64,0,-1,162,1.51344,3.52944
102,2001,4,44,36047010200,11220,59,16345,2524,305,3382,519,44,60,60,60,0,0,0,0,15,1,1,168,0,0
102,2002,4,59,36047010200,11220,65,16334,2631,283,3329,538,59,59,59,59,0.34091,0,0.17045,0,6,1,1,150,0,0
102,2003,4,65,36047010200,11220,42,16266,2771,311,3277,556,65,39,52,52,0.10169,0,0.14753,0,-23,0,-1,132,0,0
102,2004,4,42,36047010200,11220,36,16081,2740,299,3191,515,42,42,46,50,-0.35385,-0.04545,0.02959,-0.01515,-6,0,-1,144,-0.28572,-0.85716
102,2005,4,36,36047010200,11220,34,15892,2638,286,3148,501,36,47,42,49,-0.14286,-0.38983,-0.13167,-0.1451,-2,0,-1,108,-0.8457,-1.68
102,2006,4,34,36047010200,11220,50,15737,2542,289,3167,497,34,59,49,49,-0.05556,-0.47692,-0.18409,-0.30407,16,1,1,144,-0.6639,0.54546
102,2007,4,50,36047010200,11220,59,15258,2501,278,3034,490,50,53,53,48,0.47059,0.19048,0.09073,-0.22543,9,1,1,96,-1.04484,-1.99998
102,2008,4,59,36047010200,11220,58,15731,2528,305,3083,540,59,52,54,50,0.18,0.63889,0.19834,0.11748,-1,0,-1,96,-0.7071,-0.66666
102,2009,4,58,36047010200,11220,69,17855,2848,394,3581,560,58,67,57,55,-0.01695,0.70588,0.21121,0.51175,11,1,1,150,-0.80556,0.25002
102,2010,4,69,36047010200,11220,0,19221,2880,454,3927,571,69,64,61,59,0.18966,0.38,0.11757,0.57492,-69,0,-1,144,0.86112,3
102,2001,5,51,36047010200,11220,39,16345,2611,305,3382,519,51,44,44,44,0,0,0,0,-12,0,-1,138,0,0
102,2002,5,39,36047010200,11220,61,16334,2512,283,3329,488,39,59,51,51,-0.23529,0,-0.11765,0,22,1,1,144,0,0
102,2003,5,61,36047010200,11220,63,16266,2586,311,3277,509,61,65,56,56,0.5641,0,0.1096,0,2,1,1,156,0,0
102,2004,5,63,36047010200,11220,44,16081,2713,299,3191,521,63,42,55,52,0.03279,0.23529,0.12053,0.07843,-19,0,-1,102,-0.52176,-1.56522
102,2005,5,44,36047010200,11220,38,15892,2714,286,3148,496,44,36,47,49,-0.30159,0.12821,0.09843,0.12117,-6,0,-1,120,-0.85506,-1.00002
102,2006,5,38,36047010200,11220,32,15737,2617,289,3167,495,38,34,37,47,-0.13636,-0.37705,-0.13505,-0.00452,-6,0,-1,90,-1.70124,-2.53848
102,2007,5,32,36047010200,11220,53,15258,2491,278,3034,491,32,50,40,45,-0.15789,-0.49206,-0.19862,-0.24697,21,1,1,138,-0.47358,2.11764
102,2008,5,53,36047010200,11220,64,15731,2511,305,3083,478,53,59,47,44,0.65625,0.20455,0.12066,-0.22152,11,1,1,90,-0.64026,-1.5
102,2009,5,64,36047010200,11220,65,17855,2738,394,3581,548,64,58,55,47,0.20755,0.68421,0.2353,0.13223,1,1,1,126,1.0059,2.4
102,2010,5,65,36047010200,11220,0,19221,2915,454,3927,577,65,69,62,54,0.01563,1.03125,0.29314,0.64,-65,0,-1,216,1.43046,3.39132
104,2001,0,67,36047010400,11220,86,16345,2702,394,3382,562,67,0,0,0,0,0,0,0,19,1,1,258,0,0
108,2001,0,44,36047010800,11220,30,16345,2702,203,3382,562,44,0,0,0,0,0,0,0,-14,0,-1,258,0,0
116,2001,0,60,36047011600,11219,49,16345,2702,304,2046,323,60,0,0,0,0,0,0,0,-11,0,-1,258,0,0
116,2002,0,49,36047011600,11219,51,16334,2613,325,2047,309,49,0,0,0,-0.18333,0,-0.09167,0,2,1,1,222,0,0
108,2002,0,30,36047010800,11220,28,16334,2613,183,3329,525,30,0,0,0,-0.31818,0,-0.15909,0,-2,0,-1,222,0,0
104,2002,0,86,36047010400,11220,73,16334,2613,419,3329,525,86,0,0,0,0.28358,0,0.14179,0,-13,0,-1,222,0,0
104,2003,0,73,36047010400,11220,67,16266,2546,418,3277,519,73,0,0,0,-0.15116,0,0.04414,0,-6,0,-1,246,0,0
108,2003,0,28,36047010800,11220,34,16266,2546,173,3277,519,28,0,0,0,-0.06667,0,-0.12828,0,6,1,1,246,0,0
116,2003,0,51,36047011600,11219,57,16266,2546,321,2047,315,51,0,0,0,0.04082,0,-0.04751,0,6,1,1,246,0,0
116,2004,0,57,36047011600,11219,73,16081,2606,349,2087,337,57,0,0,0,0.11765,-0.05,-0.00829,-0.01667,16,1,1,324,0.51162,1.53486
